uid,date,block,init,fund,strat
5DFqEAQY6DhFh7WbSNFH85kX7VrcT4TjbVCtscHP1VHDWyPN,2026-09-03,0,1,2000,"{1: 0.1, 3: 0.1, 4: 0.1, 9: 0.1, 10: 0.1, 11: 0.1, 14: 0.1, 16: 0.1, 17: 0.1, 20: 0.1}"
