uid,date,block,init,fund,strat
5DFqEAQY6DhFh7WbSNFH85kX7VrcT4TjbVCtscHP1VHDWyPN,2026-09-03,0,1,2000,"{1: 0.3333, 3: 0.3333, 4: 0.3333}"
